stack,nb_occurences,hunspell_bo
རྟྟུཾ,9,0
རྡྡྷཱ,9,0
རྡྲཾ,9,0
རྣྱོ,9,0
རྤྤི,9,0
རྦཱུ,9,0
རྦྦཱཾ,9,0
རྩོ༵,9,0
རྫཱུ,9,0
རྭི,9,1
རླཽ,9,0
རྵྚཱཾ,9,0
ལི༵,9,0
ལིི,9,0
ལིྃ,9,0
ལྐེ,9,1
ལྐཾ,9,0
ལྥ,9,0
ལྭེ,9,0
ལླཱུ,9,0
ཤྣེ,9,0
ཤྩཱུ,9,0
ཤྪི,9,0
ཥྚྲེ,9,0
ཥྜཾ,9,0
ཥྣ,9,0
ཥྤུ,9,0
ཥྨཱི,9,0
ཥྩུ,9,0
སྐྱོ༵,9,0
སྐྲེ,9,1
སྒྲླི,9,0
སྟུཾ,9,0
སྦ༵,9,0
སྦྲཾྃ,9,0
སྨཽ,9,0
སྲི༵,9,0
སྶྭ,9,0
སྷཱ,9,0
ཧིི,9,0
ཧྨཱི,9,0
ཧྲཱུཾ,9,0
ཧླཱྀཾ,9,0
ཧྷཱ,9,0
ཨཱ༵,9,0
ཪྤཾ,9,0
ྉྤཱུ,9,0
࿑,9,0
་ཾྃ,8,0
།ི,8,0
༔ུྃ,8,0
ཀྑྒྒྷྔཱ,8,0
ཀྒྲ,8,0
ཀྟྭཾ,8,0
ཀྭུ,8,0
ཀྲཱུཾ,8,0
ཀྵཱུྃ,8,0
ཀྵཱྃ,8,0
ཀྵྱོ,8,0
ཀྵླཱ,8,0
ཀྶྣུ,8,0
ཀྷོཾ,8,0
ཀྺཱ,8,0
ཁེ༷,8,0
ཁཱ༵,8,0
གཱེ,8,0
གིཾ,8,0
གྒྷ,8,0
གྡཱ,8,0
གྨཱ,8,0
གྨཱི,8,0
གྱིྃ,8,0
གྲི༵,8,0
གྲོཾ,8,0
གྷྲུ,8,0
གྻ,8,0
ངྐཱི,8,0
ངྒྲ,8,0
ངྴུ,8,0
ཅྯ,8,0
ཆེཾ,8,0
ཉྤ,8,0
ཉྫྨ,8,0
ཉྫྭ,8,0
ཉྫྱོ,8,0
ཉྼྀ,8,0
ཊཱྀ,8,0
ཊྩ,8,0
ཊྼྀ,8,0
ཋྐ,8,0
ཌྜཱི,8,0
ཌྦྷྱཾ,8,0
ཌྱི,8,0
ཌྷྲི,8,0
ཎཱོ,8,0
ཎྞཱཾ,8,0
ཎྠ,8,0
ཎྨཱ,8,0
ཎྭཱ,8,0
ཏི༵,8,0
ཏྐྲ,8,0
ཏྟྲྀ,8,0
ཏྤཾ,8,0
ཏྨུ,8,0
ཏྱཱཻ,8,0
ཏྶྲ,8,0
ཏྻཱ,8,0
ཐུྃ,8,0
ཐླཱིཾ,8,0
ཐླྀ,8,0
དོེ,8,0
དྑ,8,0
དྒྲཱ,8,0
དྟཱ,8,0
དྟུ,8,0
དྠཱ,8,0
དྡྷིི,8,0
དྣི,8,0
དྦྷཱཾ,8,0
དྭེཾ,8,0
དྲྃ,8,0
དྷླྀ,8,0
ནྠེ,8,0
ནྡཻ,8,0
ནྦུ,8,0
ནྭཻ,8,0
ནྲཱ,8,0
ནྷྲ,8,0
པྀ,8,0
པྤི,8,0
པླཱྀ,8,0
ཕཱོ,8,0
ཕཱཾ,8,0
ཕྱོ༷,8,0
བེུ,8,0
བྟེ,8,0
བྣོ,8,0
བྲིི,8,0
བྲུ༷,8,0
བླཱྀ,8,0
བྷཱུཾཾ,8,0
བྷྲོ,8,0
བྻཱུ,8,0
མིུ,8,0
མེུ,8,0
མྟ,8,0
མྣཱི,8,0
མྱུ༷,8,0
མྱཻ,8,0
མྲཱྀ,8,0
མྴ,8,0
ཙཱུཾ,8,0
ཙུྃ,8,0
ཙྩུ,8,0
ཛཱྀ,8,0
ཛཱྃ,8,0
ཛྲྃ,8,0
ཝྼཱྀ,8,0
ཞུ༵,8,0
ཟཱ,8,0
འིེ,8,0
ཡཱོ,8,0
ཡུུ,8,0
ཡྂ,8,0
ཡྭ,8,0
ཡྱཱ,8,0
རཱ༵,8,0
རེྃ,8,0
རྒྷི,8,0
རྗི༵,8,0
རྜ,8,0
རྟེ༵,8,0
རྟཽ,8,0
རྟྲེ,8,0
རྡྭཱ,8,0
རྡྷྱཾ,8,0
རྤྟཱ,8,0
རྦྤ,8,0
རྦྷྱཱ,8,0
རྨོ༷,8,0
རྨཻ,8,0
རྨྱཱ,8,0
རྩྃ,8,0
རྫྫཱ,8,0
རྫྭ,8,0
རྱུ,8,0
རྴུ,8,0
རྵྨ,8,0
རྻཻ,8,0
ལྗུ,8,1
ལྤཱཾ,8,0
ལྤུ,8,1
ལྦཾ,8,0
ལྨཱི,8,0
ལྭཽ,8,0
ལྭཾ,8,0
ལྷེཾ,8,0
ཤྟུ,8,0
ཤྭཻ,8,0
ཤྱཱཾ,8,0
ཤྱོེ,8,0
ཥཱྀ,8,0
ཥྚཱིཾ,8,0
ཥྨཻ,8,0
ཥྨཾ,8,0
ཥྱཱཾ,8,0
ཥྵྱ,8,0
སཱིཾ,8,0
སཱུྃ,8,0
སཾྃ,8,0
སྙོཾ,8,0
སྠཻ,8,0
སྡ༵,8,0
སྡོ༵,8,0
སྤ༷,8,0
སྤྱི༵,8,0
སྥཱུ,8,0
སྦྱཽ,8,0
སྨྀ,8,0
སྭཱུ,8,0
སྲ༵,8,0
སྲོ༵,8,0
སྲཻ,8,0
སྲ྄,8,0
ཧེ༵,8,0
ཧཱུྃྃ,8,0
ཧྐྵྨླྺྼྻྃ,8,0
ཧྲུཾ,8,0
ཧྲླཱྀཾ,8,0
ཧླི,8,0
ཧྻཱ,8,0
ཨོ༵,8,0
ཨེ༷,8,0
ཨུ༵,8,0
ཨ྄,8,0
ཨྠི,8,0
ཨྠཾ,8,0
ཨྷ,8,0
ཪྞི,8,0
ཪྴཱི,8,0
ཪྵཱུ,8,0
ཪྵཻ,8,0
༈ྂ,7,0
༉,7,0
་ྒ,7,0
།ྭྃ,7,0
༜,7,0
༞,7,0
ཀིུ,7,0
ཀེྃ,7,0
ཀཻྃ,7,0
ཀྐྲ,7,0
ཀྔ,7,0
ཀླཱིཾ,7,0
ཀླུ༷,7,0
ཀྴཱ,7,0
ཀྵྞཽ,7,0
ཀྵྣུ,7,0
ཀྵྨྱཱ,7,0
ཀྵྨྱཻ,7,0
ཀྵླ,7,0
ཁཱིཾ,7,0
ཁྣ,7,0
ཁྱེ༷,7,0
ཁྲ༵,7,0
ཁྲིཾ,7,0
གིྃ,7,0
གཾྃ,7,0
གྒཱི,7,0
གྒྷཱ,7,0
གྣིཾ,7,0
གྲུྃ,7,0
གྲྱ,7,0
ངུུ,7,0
ངྑཱ,7,0
ངྡྷཱ,7,0
ངྱུ,7,0
ཅཱི,7,0
ཅྀ,7,0
ཅྃ,7,0
ཆིྃ,7,0
ཆྃ,7,0
ཇཱི,7,0
ཉྩྪ,7,0
ཉྫཾ,7,0
ཉྷ,7,0
ཊྱཱཾ,7,0
ཊྱི,7,0
ཊྼཱྀ,7,0
ཋྱ,7,0
ཋྼྀ,7,0
ཌཱྃ,7,0
ཌྞ,7,0
ཌྡྷ,7,0
ཎྼྀ,7,0
ཏིུཾ,7,0
ཏྐིཾ,7,0
ཏྐཾ,7,0
ཏྐྵེ,7,0
ཏྑཾ,7,0
ཏྟྱཱ,7,0
ཏྟྲེ,7,0
ཏྣྱཱ,7,0
ཏྤྲེ,7,0
ཏྨཱི,7,0
ཏྱྃ,7,0
ཏྲྱཻ,7,0
ཏྶྭཱ,7,0
ཐོྃ,7,0
དྒཽ,7,0
དྟི,7,0
དྡྱ,7,0
དྡྷྲ,7,0
དྦྱཱ,7,0
དྦྷྱོ,7,0
དྷ༵,7,0
དྷཱོ,7,0
ནཱུཾ,7,0
ནྜུ,7,0
ནྟཱུ,7,0
ནྠོ,7,0
ནྣཱཾ,7,0
ནྨཱཾ,7,0
ནྲཱི,7,0
ནྲོ,7,0
ནྼྀ,7,0
པྟྱཱ,7,0
པྥྦྦྷྨཱ,7,0
པྱྭ,7,0
པྲིཾ,7,0
པྶཾ,7,0
པྷཱུ,7,0
ཕྱོ༵,7,0
ཕྱོུ,7,0
ཕྱེཾ,7,0
ཕྱཾ,7,0
ཕྱྭུ,7,0
ཕྲེ༵,7,0
བི༵,7,0
བ༷༷,7,0
བྡྷཾ,7,0
བྥུ,7,0
བྫཾ,7,0
བྱུ༷,7,0
བྱུཾ,7,0
བྱེཾ,7,0
བྱྡ,7,0
བྲཱཾ,7,0
བྶྱ,7,0
བྷཱེ,7,0
བྷཱོ,7,0
བྷྣཱི,7,0
བྷྭཽ,7,0
བྷླ,7,0
བྷླེ,7,0
མྡྷ,7,0
མྦྷཽ,7,0
མྨཾ,7,0
ཙཱོ,7,0
ཙྩཱི,7,0
ཙྪཱུ,7,0
ཙྪྱ,7,0
ཙྪྲི,7,0
ཚཻ,7,0
ཚྱུ,7,0
ཛྣཽཾ,7,0
ཛྫོ,7,0
ཛྫྷཱ,7,0
ཛྭི,7,0
ཛྷྼྀ,7,0
ཝཱེ,7,0
ཝྀ,7,0
ཡིྃ,7,0
ཡྚོ,7,0
ཡྻཱཾ,7,0
ཡྻོ,7,0
རེི,7,0
རྐྵུ,7,0
རྒྒོ,7,0
རྒྒྱ,7,0
རྒྱྃ,7,0
རྒྲཱ,7,0
རྔྷཾ,7,0
རྕ,7,0
རྙཻ,7,0
རྚ,7,0
རྞྞཱཾ,7,0
རྡྷཱཾ,7,0
རྡྷྱ,7,0
རྣྣཱ,7,0
རྤྶྱ,7,0
རྦྷྲ,7,0
རྩྱོ,7,0
རྪི,7,0
རྫུུ,7,0
རྫྙ,7,0
རླ༵,7,0
རླྦ,7,0
རྻི,7,0
ལཱོ,7,0
ལྤྟཱ,7,0
ལྤྱ,7,0
ལྤྶྱ,7,0
ལྭོ,7,0
ལྷོུ,7,0
ཤཱྃ,7,0
ཤོེ,7,0
ཤོཾ,7,0
ཤྞ,7,0
ཤྨེ,7,0
ཤྲཱིི,7,0
ཤྲཱཾ,7,0
ཥྚཱོ,7,0
ཥྚྭཻ,7,0
ཥྚྱཻ,7,0
ཥྟཱཾ,7,0
ཥྱཻ,7,0
སོེཾ,7,0
སྀ,7,0
སྐོ༵,7,0
སྐྲཱི,7,0
སྐྲཾ,7,0
སྔོ༵,7,0
སྔི,7,1
སྔཾ,7,0
སྕོ,7,0
སྟྲཱིཾ,7,0
སྣྲ,7,0
སྤཱི,7,0
སྨི༵,7,0
སྭཱ༵,7,0
སྲིུཾ,7,0
སྲོཾ,7,0
སྻུ,7,0
ཧྟཱ,7,0
ཧྭཱི,7,0
ཧྱཱཾ,7,0
ཧྲཱུྃ,7,0
ཧྶཱི,7,0
ཧྺཱ,7,0
ཧྻཾ,7,0
ཧྼ,7,0
ཧྼཱ,7,0
ཨཱྀ,7,0
ཨེྃ,7,0
ཨྭི,7,0
ཪྤཱ,7,0
ཪྴོ,7,0
ཪྴཾ,7,0
ཪྴྱ,7,0
ཪྵྨ,7,0
ཪྼི,7,0
ྉྤཾ,7,0
࿖,7,0
་ྎ,6,0
་ྲ,6,0
།ུུུ,6,0
།ྃྃ,6,0
༔ོཾ,6,0
༠ྔ,6,0
ོུ༹ཾ,6,0
ཀཱྀ,6,0
ཀིི,6,0
ཀྔི,6,0
ཀྚ,6,0
ཀྡྷི,6,0
ཀྦཱ,6,0
ཀྭཱི,6,0
ཀྭཾ,6,0
ཀྱེ༷,6,0
ཀླཽ,6,0
ཀྵིྃ,6,0
ཀྵོཾ,6,0
ཀྵྨཱྃ,6,0
ཀྵླཱྀཾ,6,0
ཀྵླྀཾ,6,0
ཀྵྼཱ,6,0
ཀྶུ,6,0
ཁུ༷,6,0
ཁཾཾ,6,0
ཁྂ,6,0
ཁྣུ,6,0
ཁྲིི,6,0
ཁླྀ,6,0
ཁྴོ,6,0
ཁྶུ,6,0
ཁྷ,6,0
གེྃ,6,0
གྞི,6,0
གྡ,6,0
གྡྷུ,6,0
གྣོ,6,0
གྣྱ,6,0
གྣྱོ,6,0
གྤྱི,6,0
གྦྲྀ,6,0
གྲིུ,6,0
གླྀ,6,0
གྷཻཾ,6,0
གྷྞ,6,0
ངྒཱུ,6,0
ངྒཻ,6,0
ངྔ,6,0
ངྡྷི,6,0
ངྡྷྱ,6,0
ངྣ,6,0
ངྦི,6,0
ངྷྨ,6,0
ངྻུ,6,0
ཅཽཾ,6,0
ཅྔོ,6,0
ཆོྃ,6,0
ཆྒཻ,6,0
ཇྱ,6,0
ཇྷ,6,0
ཉཱཾ,6,0
ཉཻ,6,0
ཉྣི,6,0
ཉྪི,6,0
ཉྪུ,6,0
ཉྱོེ,6,0
ཉླཱྀ,6,0
ཊྛྜྜྷྞཱ,6,0
ཊྱེ,6,0
ཊྱོ,6,0
ཊྲཱཾ,6,0
ཊྶ,6,0
ཊྷ,6,0
ཌཱེ,6,0
ཌྒཱ,6,0
ཎྛཱི,6,0
ཎྜཱཾ,6,0
ཎྞཱི,6,0
ཎྞཾ,6,0
ཎྡྷ,6,0
ཎྡྷེ,6,0
ཏེྃ,6,0
ཏྑ,6,0
ཏྟཱུ,6,0
ཏྡ,6,0
ཏྤེ,6,0
ཏྦྱ,6,0
ཏྩ,6,0
ཏྲཱིྃ,6,0
ཏྲོྃ,6,0
ཏྶྣཾ,6,0
ཐེཾ,6,0
ཐོཾ,6,0
ཐྠ,6,0
ཐྱི,6,0
ཐླཱྀ,6,0
ཐྼྀ,6,0
དིེ,6,0
དུ༷༷,6,0
དྃཾ,6,0
དྐི,6,0
དྐྲྀ,6,0
དྟེ,6,0
དྡོ,6,0
དྡྭི,6,0
དྡྷྭེ,6,0
དྡྷྱེ,6,0
དྡྷྱཾ,6,0
དྤུ,6,0
དྤྲ,6,0
དྦྷཾ,6,0
དྯ,6,0
དྱཾཾ,6,0
དྶཱ,6,0
དྶི,6,0
དྷྲུཾ,6,0
དྷྲོ,6,0
དྷྲྀཾ,6,0
དྻཽ,6,0
ནེ༵,6,0
ནཱཻ,6,0
ནྔི,6,0
ནྔོ,6,0
ནྔྷཱི,6,0
ནྟཻ,6,0
ནྟྀ,6,0
ནྟྟི,6,0
ནྟྷ,6,0
ནྠུ,6,0
ནྡྷཽ,6,0
ནྡྷྱཾ,6,0
ནྣྱ,6,0
ནྦྷཱུ,6,0
ནྱོི,6,0
ནྲཾ,6,0
ནྲྀཾ,6,0
ནླཱྀ,6,0
ནླི,6,0
ནྶེ,6,0
པྟཱི,6,0
པྟཻ,6,0
པྡཾ,6,0
པྣཱ,6,0
པྣི,6,0
པྱཻ,6,0
པྲ༵,6,0
པྲེཾ,6,0
ཕཻྃ,6,0
ཕྲོུཾ,6,0
ཕྲཽ,6,0
བྡུ,6,0
བྤ,6,0
བྫཱ,6,0
བྯ,6,0
བྱཱཻ,6,0
བྲི༵,6,0
བྲོཾ,6,0
བླཱི,6,0
བྶཱི,6,0
བྷིི,6,0
བྷྣི,6,0
བྷྲཱུཾཾ,6,0
མུུ,6,0
མྔྷ,6,0
མྟོེ,6,0
མྤྱ,6,0
མྱ༵,6,0
མྲཱུཾ,6,0
ཙཱེ,6,0
ཙོཾ,6,0
ཙྡ,6,0
ཙྪྭེ,6,0
ཙྭཽ,6,0
ཙྴྲ,6,0
ཚཽཾ,6,0
ཚྱཾ,6,0
ཚླཱྀ,6,0
ཛིྃ,6,0
ཛཾྃ,6,0
ཛྙྱཱ,6,0
ཛླཱྀ,6,0
ཛླི,6,0
ཛྷཱུ,6,0
ཛྷྱ,6,0
ཛྷླཱྀ,6,0
ཝ༷,6,0
ཝཾཾ,6,0
ཞྀ,6,0
ཟིྃ,6,0
ཟཽ,6,0
ཟྃ,6,0
འཻ,6,0
ཡཾྃ,6,0
ཡྨྲཾ,6,0
རཱི༵,6,0
རྐྐཱ,6,0
རྐྐོ,6,0
རྐྵཱ,6,0
རྒྷུ,6,0
རྔྷི,6,0
རྛ,6,0
རྟྱེ,6,0
རྟྲཱ,6,0
རྟྲཱི,6,0
རྟྲོ,6,0
རྡ༷,6,0
རྡཻ,6,0
རྡྃ,6,0
རྡྷྱཱ,6,0
རྣཻ,6,0
རྤཾ,6,0
རྤྤཱ,6,0
རྤྱ,6,0
རྨྨུ,6,0
རྨྱཾ,6,0
རྨྲི,6,0
རྩྪུ,6,0
རྭཱ,6,0
རྴྭཾ,6,0
རྵྭ,6,0
རྷཻ,6,0
རྻཱཾ,6,0
རྼྀ,6,0
ལྀྃ,6,0
ལྟཱ,6,0
ལྡིཾ,6,0
ལྦཱི,6,0
ལྲཾ,6,0
ལྷྱཽ,6,0
ཤཽཾཾ,6,0
ཤྚཱ,6,0
ཤྚི,6,0
ཤྣི,6,0
ཤྫི,6,0
ཤྱཱི,6,0
ཤླཾ,6,0
ཤྴཱུ,6,0
ཥཱེ,6,0
ཥཱྃ,6,0
ཥྚྃ,6,0
ཥྚྲཱིྃ,6,0
ཥྚྲུ,6,0
ཥྞཱིཾ,6,0
ཥྞཱཾ,6,0
ཥྞཽ,6,0
ཥྞྱཾ,6,0
ཥྠཾ,6,0
ཥྣཱ,6,0
ཥྤཱི,6,0
སྐྱིི,6,0
སྒཱ,6,0
སྒཽཾ,6,0
སྒྲོ༵,6,0
སྒྲོ༷,6,0
སྗྲུ,6,0
སྙི༷,6,0
སྙཻ,6,0
སྟཱེ,6,0
སྟོཾ,6,0
སྟྲཱཾ,6,0
སྟྲོ,6,0
སྟྲྱ,6,0
སྠྣ,6,0
སྡོ༷,6,0
སྤ༵,6,0
སྤཽ,6,0
སྤཾ,6,0
སྤྲི༷,6,0
སྤྲཽ,6,0
སྥེ,6,0
སྦྱིི,6,0
སྦྱྀ,6,0
སྨ༵,6,0
སྨོ༷,6,0
སྨཱཾ,6,0
སྨྲཾ,6,0
སྨྲྱུཾ,6,0
སྭ༵,6,0
སྭྀ,6,0
སྭྲྀ,6,0
སྲེ༷,6,0
སྲཱུཾ,6,0
སྲིི,6,0
སྶཱུ,6,0
སྶྱ,6,0
སྷི,6,0
སྷྭོ,6,0
ཧྲཻཾ,6,0
ཧྼཱྀཾ,6,0
ཨུ༷,6,0
ཨུུ,6,0
ཪྦྷེ,6,0
ྈྐཾ,6,0
ྈྐྍྐཱ,6,0
ྈྑ,6,0
ྉྤི,6,0
ྉྤྎྤཱ,6,0
་ྫ,5,0
ེུ༹,5,0
ོུ༹,5,0
ུ༹ཾ,5,0
ཀཱིི,5,0
ཀཱྃ,5,0
ཀྐཱུ,5,0
ཀྑཱུ,5,0
ཀྑེ,5,0
ཀྦ,5,0
ཀྭཽ,5,0
ཀྲི༵,5,0
ཀྲྀ༵,5,0
ཀླ༷,5,0
ཀྵཱེ,5,0
ཀྵཱྀ,5,0
ཀྵྞེ,5,0
ཀྵྨྃ,5,0
ཀྵྨྱཽ,5,0
ཀྵྭཱ,5,0
ཀྵྷ,5,0
ཀྵྻ,5,0
ཀྵྻཱ,5,0
ཀྶཽ,5,0
ཀྷི,5,0
ཀྷོ,5,0
ཁཱོ,5,0
ཁུ༵,5,0
ཁྑཱི,5,0
ཁྑཱུ,5,0
ཁྑྷཱ,5,0
ཁྱི༷,5,0
ཁྱིི,5,0
ཁྼྀ,5,0
གྒཱུ,5,0
གྒེ,5,0
གྞ,5,0
གྦཱ,5,0
གྦྷཾ,5,0
གྦྷྱཱི,5,0
གྭི,5,0
གྱུུ,5,0
གྱཽ,5,0
གྲཱཾ,5,0
གྲིི,5,0
གྲོྃ,5,0
གྲྀཾ,5,0
གྲྭཱ,5,0
གླུ༷,5,0
གྷ༵,5,0
གྷཱྃ,5,0
གྷྒྷཱུ,5,0
གྷྞཱཾ,5,0
གྷྣཱྃ,5,0
གྷྭེ,5,0
གྷླྀ,5,0
གྷྼྀ,5,0
ངྐྲི,5,0
ངྒཽ,5,0
ངྒྒཱ,5,0
ངྟི,5,0
ངྱཾ,5,0
ངླི,5,0
ངྶཱ,5,0
ངྷྭཱ,5,0
ངྷྱོ,5,0
ཅྱ,5,0
ཆིི,5,0
ཆྭ,5,0
ཇེ༷,5,0
ཉྩྨ,5,0
ཊྟ,5,0
ཊྭཱེ,5,0
ཊྱུ,5,0
ཊྲི,5,0
ཋྛ,5,0
ཌྜཱུ,5,0
ཌྜེ,5,0
ཌྭི,5,0
ཌླྀ,5,0
ཎཱྀ,5,0
ཎྜྀ,5,0
ཎྣ,5,0
ཎྭཱི,5,0
ཎྱི,5,0
ཎྷ,5,0
ཎྼཱྀ,5,0
ཏྐཽ,5,0
ཏྟ༵,5,0
ཏྟྱཻ,5,0
ཏྟྱཾ,5,0
ཏྠུ,5,0
ཏྠུཾ,5,0
ཏྡྷ,5,0
ཏྣ༵,5,0
ཏྤཱི,5,0
ཏྦྲ,5,0
ཏྨོ,5,0
ཏྲེཾ,5,0
ཏྲྱུ,5,0
ཏྲྱེ,5,0
ཏླཱི,5,0
ཏྶྱོ,5,0
ཏྷི,5,0
ཐིི,5,0
ཐུུ,5,0
ཐ྄,5,0
ཐྣཱི,5,0
ཐླྷཱིཾ,5,0
དིྃ,5,0
དེུ,5,0
དྐེ,5,0
དྑི,5,0
དྔྷཱ,5,0
དྚ,5,0
དྡྷཱཱ,5,0
དྡྷ྄ོ,5,0
དྡྷྭཱ,5,0
དྡྷྲི,5,0
དྤྲྀ,5,0
དྦཱི,5,0
དྦཻ,5,0
དྦྱོ,5,0
དྭ༷,5,0
དྱཱེ,5,0
དྲོ༵,5,0
དྲོ༷,5,0
དྲུ༵,5,0
དྲྱཱ,5,0
དྷྡྷ,5,0
དྷྣི,5,0
དྷྭཱི,5,0
དྷྲཻ,5,0
དྷླཱྀ,5,0
དྷྷི,5,0
ནེ༷,5,0
ནོི,5,0
ནྃཾ,5,0
ནྐྵ,5,0
ནྔྷྱ,5,0
ནྚཱ,5,0
ནྟྃ,5,0
ནྠཾ,5,0
ནྡྱཻ,5,0
ནྡྷྨ,5,0
ནྡྷྲི,5,0
ནྣཱུ,5,0
ནྤྲྀ,5,0
ནྦེ,5,0
ནྦྱ,5,0
ནྦྲ,5,0
ནྦྷོ,5,0
ནྨཾ,5,0
ནྲིཾ,5,0
ནྶཱུ,5,0
ནྶྭ,5,0
ནྷཱུ,5,0
པ༷༷,5,0
པུ༵,5,0
པུུ,5,0
པྟུ,5,0
པྟྱ,5,0
པྟྱཻ,5,0
པྟྲི,5,0
པྭཱ,5,0
པྲཱོ,5,0
པྲྭ,5,0
པླཱི,5,0
པྶྨ,5,0
པྼྀ,5,0
ཕཱེ,5,0
ཕྱྀ,5,0
ཕྲཻ,5,0
ཕྲོྃ,5,0
བ༵ྃ,5,0
བཱུཾ,5,0
བཻཻ,5,0
བྔ,5,0
བྣཱ,5,0
བྱེྃ,5,0
བྲཽ,5,0
བླཱ,5,0
བློཾ,5,0
བླྃ,5,0
བྷཱྀ,5,0
བྷྦྷ,5,0
བྷྱོཾ,5,0
མྞ,5,0
མྟི,5,0
མྡ,5,0
མྣཽ,5,0
མྤཱི,5,0
མྦྷྱ,5,0
མྨྲ,5,0
མློ,5,0
མྼཱ,5,0
མྼྀ,5,0
ཙི༷,5,0
ཙྀ,5,0
ཙྖ,5,0
ཙྙ,5,0
ཙྥ,5,0
ཙྩཽ,5,0
ཙྪཱཾ,5,0
ཙྪྀ,5,0
ཙྪྲེ,5,0
ཙྪྲྀ,5,0
ཙྭྀ,5,0
ཚུཾ,5,0
ཚྪཱི,5,0
ཚྱཱ,5,0
ཛུ༵,5,0
ཛྭེ,5,0
ཛླིཾ,5,0
ཛྷཽཾ,5,0
ཛྷྫྷ,5,0
ཛྷྲཱྀ,5,0
ཛྷྲྀ,5,0
ཝུཾ,5,0
ཞི༷༷,5,0
ཟྟཽ,5,0
ཟྲུཾ,5,0
ཟློ༷,5,0
འཱུ,5,0
འེུ,5,0
འེི,5,0
འྷོ,5,0
ཡེྃ,5,0
ཡྦོ,5,0
རོིེ,5,0
རཾྃ,5,0
རྀྃ,5,0
རྐ༵,5,0
རྐཱི,5,0
རྐྱཻ,5,0
རྒྒཱི,5,0
རྒྷྲྀ,5,0
རྔྲོུ,5,0
རྗཽ,5,0
རྙ༵,5,0
རྙོ༷,5,0
རྙིི,5,0
རྞྱཾ,5,0
རྟཱཾ,5,0
རྠཱཾ,5,0
རྡྡི,5,0
རྡྱཱ,5,0
རྡྲཱ,5,0
རྡྲེ,5,0
རྡྷྣཱ,5,0
རྡྷྭེ,5,0
རྤཱི,5,0
རྤྱཱ,5,0
རྦ༵,5,0
རྦྦྃ,5,0
རྦྷྭ,5,0
རྦྷྭཽ,5,0
རྦྷྲྀ,5,0
རྨཱཾ,5,0
རྨྨཱི,5,0
རྨྨཻ,5,0
རྩཱི,5,0
རྫཾ,5,0
རྷྱ,5,0
ལ༷༷,5,0
ལཱྀྃ,5,0
ལུུ,5,0
ལྂ,5,0
ལྔུ,5,1
ལྕི༵,5,0
ལྤཻ,5,0
ལྦྀ,5,0
ལྨོ,5,0
ལྷཱ,5,0
ལྷྃ,5,0
ལྻ,5,0
ཤྐེ,5,0
ཤྤ,5,0
ཤྩཾ,5,0
ཤྲཱི༵,5,0
ཤྲཱྀཾ,5,0
ཤླཱི,5,0
ཤྴེ,5,0
ཤྵེ,5,0
ཤྼྀ,5,0
ཥུཾ,5,0
ཥྚིྃ,5,0
ཥྚྭོ,5,0
ཥྚྲཱིཾ,5,0
ཥྜཱི,5,0
ཥྣུ,5,0
ཥྥུ,5,0
ཥྦེ,5,0
ཥྱུ,5,0
སིི,5,0
སཻཾ,5,0
སཽཾ,5,0
སྒཻ,5,0
སྗེ,5,0
སྛ,5,0
སྟི༷,5,0
སྟིཾ,5,0
སྟེྃ,5,0
སྟྭེ,5,0
སྟྱོ,5,0
སྟྱོཾ,5,0
སྟྲུ,5,0
སྠྣོ,5,0
སྡ༷,5,0
སྡི༷,5,0
སྡོཾ,5,0
སྤུ༷,5,0
སྤྱོ༷,5,0
སྤྲུུ,5,0
སྦཱི,5,0
སྦྱེ,5,1
སྦྲ༷,5,0
སྦྲཱ,5,0
སྦྲཻ,5,0
སྨཱིཾ,5,0
སྱཱི,5,0
སྲཱཾ,5,0
སྲོུ,5,0
སླ༵,5,0
སླཱི,5,0
སྶྥུ,5,0
སྷེ,5,0
ཧེ༷,5,0
ཧཱ༷,5,0
ཧིྃ,5,0
ཧོྃ,5,0
ཧྣཽ,5,0
ཧྨྲཾ,5,0
ཧྱྃ,5,0
ཧྲོྃ,5,0
ཧྺ,5,0
ཨོ༷,5,0
ཨཱིྃ,5,0
ཨྑ,5,0
ཨྤ,5,0
ཪྒ,5,0
ཪྟེ,5,0
ཪྠཱ,5,0
ཪྠི,5,0
ཪྻི,5,0
ྈྐི,5,0
ྈྐུ,5,0
ྉྤཱི,5,0
࿄,5,0
࿈,5,0
༅ྃ,4,0
༈ུ,4,0
་ྃཾ,4,0
་ྨ,4,0
་ླ,4,0
།༷,4,0
།ཱ,4,0
།ཾ,4,0
།ྡ,4,0
༔ྃྃ,4,0
ི༹ཾ,4,0
ཽ༹ཾ,4,0
༹ྲུ,4,0
ཀེ༷,4,0
ཀཱ༵,4,0
ཀཱཽ,4,0
ཀྐྷཱ,4,0
ཀྑུ,4,0
ཀྚི,4,0
ཀྛ,4,0
ཀྟྭི,4,0
ཀྟྭོ,4,0
ཀྣཱི,4,0
ཀྨི,4,0
ཀྨཾ,4,0
ཀྱེ༵,4,0
ཀྱཱཾ,4,0
ཀྱིཾ,4,0
ཀྲ༷,4,0
ཀྲེ༷,4,0
ཀྲཱིཾ,4,0
ཀློ༵,4,0
ཀློ༷,4,0
ཀླེུ,4,0
ཀྴཱུ,4,0
ཀྵ༵,4,0
ཀྵྀཾ,4,0
ཀྵྨཽ,4,0
ཀྵྨྲྱུཾ,4,0
